Year;River Segments;Migracion (m/year);Periodo;Zone
2012-2016;36;8.782;Intensive mining;A3
2012-2016;36;8.1433;Intensive mining;A3
2012-2016;36;7.848;Intensive mining;A3
2012-2016;36;8.3208;Intensive mining;A3
2012-2016;36;9.152;Intensive mining;A3
2012-2016;36;9.9763;Intensive mining;A3
2012-2016;36;10.9305;Intensive mining;A3
2012-2016;36;12.1175;Intensive mining;A3
2012-2016;36;3.8293;Intensive mining;A3
2012-2016;36;3.0653;Intensive mining;A3
2012-2016;36;8.7803;Intensive mining;A3
2012-2016;36;6.8543;Intensive mining;A3
2012-2016;36;3.692;Intensive mining;A3
2016-2020;36;5.0718;Intensive mining;A3
2016-2020;36;7.477;Intensive mining;A3
2016-2020;36;8.5705;Intensive mining;A3
2016-2020;36;8.5168;Intensive mining;A3
2016-2020;36;16.4915;Intensive mining;A3
2016-2020;36;16.3923;Intensive mining;A3
2016-2020;36;10.0315;Intensive mining;A3
2016-2020;36;14.0303;Intensive mining;A3
2016-2020;36;31.7295;Intensive mining;A3
2016-2020;36;30.1085;Intensive mining;A3
2016-2020;36;16.478;Intensive mining;A3
2016-2020;36;14.4568;Intensive mining;A3
2016-2020;36;11.7675;Intensive mining;A3
2016-2020;36;9.592;Intensive mining;A3
2016-2020;36;8.7275;Intensive mining;A3
2016-2020;36;9.0233;Intensive mining;A3
2016-2020;36;9.9403;Intensive mining;A3
2016-2020;36;10.7333;Intensive mining;A3
2016-2020;36;10.9185;Intensive mining;A3
2016-2020;36;10.6255;Intensive mining;A3
2016-2020;36;10.242;Intensive mining;A3
2016-2020;36;9.926;Intensive mining;A3
2016-2020;36;9.7428;Intensive mining;A3
2016-2020;36;9.657;Intensive mining;A3
2016-2020;36;9.635;Intensive mining;A3
2016-2020;36;9.6688;Intensive mining;A3
2016-2020;36;9.7053;Intensive mining;A3
2016-2020;36;9.7408;Intensive mining;A3
2016-2020;36;9.7783;Intensive mining;A3
2016-2020;36;9.887;Intensive mining;A3
2016-2020;36;10.276;Intensive mining;A3
2016-2020;36;11.008;Intensive mining;A3
2016-2020;36;11.8195;Intensive mining;A3
2016-2020;36;12.5593;Intensive mining;A3
2016-2020;36;13.125;Intensive mining;A3
2016-2020;36;14.0393;Intensive mining;A3
2016-2020;36;13.1678;Intensive mining;A3
2016-2020;36;12.3425;Intensive mining;A3
2016-2020;36;11.5953;Intensive mining;A3
2016-2020;36;11.1223;Intensive mining;A3
2016-2020;36;11.05;Intensive mining;A3
2016-2020;36;11.331;Intensive mining;A3
2016-2020;36;11.5038;Intensive mining;A3
2016-2020;36;10.8225;Intensive mining;A3
2016-2020;36;9.4195;Intensive mining;A3
2016-2020;36;7.2778;Intensive mining;A3
2016-2020;36;2.1938;Intensive mining;A3
2016-2020;36;2.6538;Intensive mining;A3
2016-2020;36;3.2;Intensive mining;A3
2016-2020;36;3.612;Intensive mining;A3
1984-1987;37;5.4317;Minimal mining;A3
1984-1987;37;5.82;Minimal mining;A3
1984-1987;37;6.098;Minimal mining;A3
1984-1987;37;7.0387;Minimal mining;A3
1984-1987;37;7.0397;Minimal mining;A3
1984-1987;37;7.311;Minimal mining;A3
1984-1987;37;7.3503;Minimal mining;A3
1984-1987;37;7.3547;Minimal mining;A3
1984-1987;37;7.381;Minimal mining;A3
1984-1987;37;7.4617;Minimal mining;A3
1984-1987;37;8.0433;Minimal mining;A3
1984-1987;37;8.833;Minimal mining;A3
1984-1987;37;9.231;Minimal mining;A3
1984-1987;37;12.7643;Minimal mining;A3
1984-1987;37;14.2177;Minimal mining;A3
1984-1987;37;15.8873;Minimal mining;A3
1984-1987;37;16.0167;Minimal mining;A3
1984-1987;37;17.602;Minimal mining;A3
1984-1987;37;18.959;Minimal mining;A3
1984-1987;37;21.198;Minimal mining;A3
1984-1987;37;22.781;Minimal mining;A3
1984-1987;37;24.7297;Minimal mining;A3
1984-1987;37;26.6433;Minimal mining;A3
1984-1987;37;27.1677;Minimal mining;A3
1984-1987;37;27.4043;Minimal mining;A3
1984-1987;37;27.794;Minimal mining;A3
1984-1987;37;28.286;Minimal mining;A3
1984-1987;37;29.1443;Minimal mining;A3
1984-1987;37;31.0227;Minimal mining;A3
1987-1992;37;8.0866;Minimal mining;A3
1987-1992;37;12.4176;Minimal mining;A3
1987-1992;37;11.566;Minimal mining;A3
1987-1992;37;10.8424;Minimal mining;A3
1987-1992;37;9.6048;Minimal mining;A3
1987-1992;37;9.5706;Minimal mining;A3
1987-1992;37;9.754;Minimal mining;A3
1987-1992;37;9.8398;Minimal mining;A3
1987-1992;37;9.8028;Minimal mining;A3
1987-1992;37;9.8214;Minimal mining;A3
1987-1992;37;9.877;Minimal mining;A3
1987-1992;37;9.936;Minimal mining;A3
1987-1992;37;9.973;Minimal mining;A3
1987-1992;37;10.0612;Minimal mining;A3
1987-1992;37;10.0622;Minimal mining;A3
1987-1992;37;10.2432;Minimal mining;A3
1987-1992;37;10.519;Minimal mining;A3
1987-1992;37;11.7042;Minimal mining;A3
1987-1992;37;12.1846;Minimal mining;A3
1987-1992;37;12.2;Minimal mining;A3
1987-1992;37;11.9862;Minimal mining;A3
1987-1992;37;11.8882;Minimal mining;A3
1987-1992;37;12.659;Minimal mining;A3
1987-1992;37;14.6572;Minimal mining;A3
1987-1992;37;18.039;Minimal mining;A3
1987-1992;37;19.169;Minimal mining;A3
1987-1992;37;15.6082;Minimal mining;A3
1987-1992;37;10.1322;Minimal mining;A3
1987-1992;37;4.5866;Minimal mining;A3
1987-1992;37;2.247;Minimal mining;A3
1992-1996;37;1.0035;Minimal mining;A3
1992-1996;37;1.4938;Minimal mining;A3
1992-1996;37;1.52;Minimal mining;A3
1992-1996;37;1.5383;Minimal mining;A3
1992-1996;37;1.5658;Minimal mining;A3
1992-1996;37;1.675;Minimal mining;A3
1992-1996;37;1.8843;Minimal mining;A3
1992-1996;37;1.9303;Minimal mining;A3
1992-1996;37;2.1175;Minimal mining;A3
1992-1996;37;2.221;Minimal mining;A3
1992-1996;37;2.3763;Minimal mining;A3
1992-1996;37;2.6818;Minimal mining;A3
1992-1996;37;2.887;Minimal mining;A3
1992-1996;37;3.2048;Minimal mining;A3
1992-1996;37;3.3758;Minimal mining;A3
1992-1996;37;3.479;Minimal mining;A3
1992-1996;37;3.6828;Minimal mining;A3
1992-1996;37;3.7268;Minimal mining;A3
1992-1996;37;3.7423;Minimal mining;A3
1992-1996;37;3.786;Minimal mining;A3
1992-1996;37;3.866;Minimal mining;A3
1992-1996;37;3.9398;Minimal mining;A3
1992-1996;37;4.0343;Minimal mining;A3
1992-1996;37;4.1258;Minimal mining;A3
1992-1996;37;4.242;Minimal mining;A3
1992-1996;37;4.247;Minimal mining;A3
1992-1996;37;4.2553;Minimal mining;A3
1992-1996;37;4.2708;Minimal mining;A3
1992-1996;37;4.3708;Minimal mining;A3
1992-1996;37;4.3745;Minimal mining;A3
1992-1996;37;4.423;Minimal mining;A3
1992-1996;37;4.48;Minimal mining;A3
1992-1996;37;4.4895;Minimal mining;A3
1992-1996;37;4.7765;Minimal mining;A3
1992-1996;37;4.886;Minimal mining;A3
1992-1996;37;4.996;Minimal mining;A3
1992-1996;37;5.0948;Minimal mining;A3
1992-1996;37;5.367;Minimal mining;A3
1992-1996;37;5.3975;Minimal mining;A3
1992-1996;37;5.6968;Minimal mining;A3
1992-1996;37;5.8265;Minimal mining;A3
1992-1996;37;5.9268;Minimal mining;A3
1992-1996;37;6.4225;Minimal mining;A3
1992-1996;37;6.503;Minimal mining;A3
1992-1996;37;6.5315;Minimal mining;A3
1992-1996;37;7.141;Minimal mining;A3
1992-1996;37;7.1463;Minimal mining;A3
1992-1996;37;7.2013;Minimal mining;A3
1992-1996;37;7.4535;Minimal mining;A3
1992-1996;37;7.7415;Minimal mining;A3
1992-1996;37;7.75;Minimal mining;A3
1992-1996;37;7.8453;Minimal mining;A3
1992-1996;37;8.0093;Minimal mining;A3
1992-1996;37;8.0808;Minimal mining;A3
1992-1996;37;8.1683;Minimal mining;A3
1992-1996;37;8.2175;Minimal mining;A3
1992-1996;37;8.2408;Minimal mining;A3
1992-1996;37;8.2995;Minimal mining;A3
1992-1996;37;8.3423;Minimal mining;A3
1992-1996;37;8.3685;Minimal mining;A3
1992-1996;37;8.4495;Minimal mining;A3
1992-1996;37;8.4575;Minimal mining;A3
1992-1996;37;8.4585;Minimal mining;A3
1992-1996;37;8.4693;Minimal mining;A3
1992-1996;37;8.4748;Minimal mining;A3
1992-1996;37;8.4828;Minimal mining;A3
1992-1996;37;8.4873;Minimal mining;A3
1992-1996;37;8.551;Minimal mining;A3
1992-1996;37;8.6305;Minimal mining;A3
1992-1996;37;8.9813;Minimal mining;A3
1992-1996;37;9.0893;Minimal mining;A3
1992-1996;37;9.4738;Minimal mining;A3
1992-1996;37;9.541;Minimal mining;A3
1992-1996;37;10.7253;Minimal mining;A3
1992-1996;37;11.6793;Minimal mining;A3
1992-1996;37;12.4183;Minimal mining;A3
1992-1996;37;15.963;Minimal mining;A3
1992-1996;37;16.1333;Minimal mining;A3
1996-2000;37;2.153;Minimal mining;A3
1996-2000;37;10.6718;Minimal mining;A3
1996-2000;37;10.5128;Minimal mining;A3
1996-2000;37;10.247;Minimal mining;A3
1996-2000;37;9.8925;Minimal mining;A3
1996-2000;37;6.4433;Minimal mining;A3
1996-2000;37;4.5908;Minimal mining;A3
1996-2000;37;2.731;Minimal mining;A3
1996-2000;37;1.247;Minimal mining;A3
1996-2000;37;11.0215;Minimal mining;A3
1996-2000;37;11.407;Minimal mining;A3
1996-2000;37;12.1135;Minimal mining;A3
